losses_features,losses_imgs,e_losses
0.06061055511236191,0.1051282286643982,0.1657387912273407
0.04981996864080429,0.09835225343704224,0.14817222952842712
0.035567741841077805,0.10335475951433182,0.13892249763011932
0.0302874855697155,0.07609589397907257,0.10638338327407837
0.027946170419454575,0.0772666409611702,0.10521280765533447
0.023283295333385468,0.07162359356880188,0.09490688890218735
0.03325577452778816,0.08052690327167511,0.11378267407417297
0.04206693917512894,0.09632986038923264,0.13839679956436157
0.02525065280497074,0.07489138096570969,0.10014203190803528
0.02411087602376938,0.08253180235624313,0.10664267838001251
0.020807702094316483,0.08732851594686508,0.10813622176647186
0.02284071035683155,0.07719238102436066,0.10003308951854706
0.01935156062245369,0.07141653448343277,0.09076809883117676
0.018985850736498833,0.07526479661464691,0.0942506492137909
0.022849280387163162,0.06772992014884949,0.09057919681072235
0.02057710662484169,0.07251983135938644,0.09309694170951843
0.017012087628245354,0.06706556677818298,0.08407765626907349
0.015890927985310555,0.08061307668685913,0.09650400280952454
0.023413576185703278,0.0861060619354248,0.10951963812112808
0.014437796548008919,0.05529152601957321,0.06972932070493698
