generator losses,discriminator losses
-0.1876916140317917,-1.1055524349212646
-4.223963260650635,-7.493371486663818
-6.6588239669799805,-14.547082901000977
-2.644310712814331,-18.925460815429688
-9.734039306640625,-8.202736854553223
-14.061217308044434,-3.5387160778045654
-16.167129516601562,-0.3431471288204193
-13.036471366882324,-1.0587615966796875
-13.811798095703125,-5.176586151123047
-11.808195114135742,0.03006705641746521
