label,img_distance,anomaly_score,z_distance
0,0.021173927932977676,0.03273102641105652,0.061820726841688156
0,0.013834632933139801,0.022864213213324547,0.060039546340703964
0,0.021507300436496735,0.029580064117908478,0.04137004166841507
0,0.022575736045837402,0.03150025010108948,0.02948330156505108
0,0.026903003454208374,0.04480518400669098,0.08993371576070786
0,0.019457504153251648,0.030071726068854332,0.08295352756977081
0,0.04653619974851608,0.07087619602680206,0.08509479463100433
0,0.02733844891190529,0.039090100675821304,0.03408941999077797
0,0.024154826998710632,0.03702056407928467,0.06381934136152267
0,0.021407747641205788,0.030406877398490906,0.03663504123687744
0,0.021600916981697083,0.03392499312758446,0.04713932424783707
0,0.056705720722675323,0.07801152765750885,0.10235477983951569
0,0.0491802804172039,0.06724363565444946,0.09520132094621658
0,0.041835762560367584,0.054964132606983185,0.08162792026996613
0,0.007495916448533535,0.012222728691995144,0.046758897602558136
0,0.017101678997278214,0.024712063372135162,0.059393398463726044
0,0.013537697494029999,0.020382054150104523,0.06616335362195969
0,0.013518624007701874,0.02110741101205349,0.04554998129606247
0,0.02290281280875206,0.03607355058193207,0.07658663392066956
0,0.013780754059553146,0.022801052778959274,0.06042562052607536
0,0.014330116100609303,0.024129919707775116,0.08556805551052094
0,0.01036507822573185,0.014860911294817924,0.020719656720757484
0,0.026226729154586792,0.03686259314417839,0.06397287547588348
0,0.07771892845630646,0.09647779911756516,0.08026113361120224
0,0.00650801882147789,0.010634616948664188,0.05051556974649429
0,0.0600912943482399,0.07731493562459946,0.059062421321868896
0,0.0225610863417387,0.02981795370578766,0.04819970950484276
0,0.03797416761517525,0.04811929911375046,0.05478451028466225
0,0.03742664307355881,0.05557255819439888,0.08501844853162766
0,0.0547570139169693,0.06866973638534546,0.07304961234331131
0,0.02983858995139599,0.03996162861585617,0.042838677763938904
0,0.02232370898127556,0.02996964007616043,0.057187117636203766
0,0.0402875617146492,0.06306283921003342,0.0848643109202385
0,0.01759178936481476,0.025172211229801178,0.03472209721803665
0,0.06443765759468079,0.08774151653051376,0.10320926457643509
0,0.027930069714784622,0.045048609375953674,0.08011090755462646
0,0.041923556476831436,0.059470050036907196,0.07449396699666977
0,0.018317412585020065,0.02783467434346676,0.04630975052714348
0,0.022792894393205643,0.030513547360897064,0.04679512977600098
0,0.022033914923667908,0.030334200710058212,0.05557781457901001
0,0.018960943445563316,0.030259158462285995,0.07245051115751266
0,0.01737874746322632,0.02741524577140808,0.08087953180074692
0,0.036088552325963974,0.051219359040260315,0.07126081734895706
0,0.02059084177017212,0.029016166925430298,0.04372111335396767
0,0.016297465190291405,0.022595182061195374,0.044413287192583084
0,0.06588996201753616,0.0916508138179779,0.057411279529333115
0,0.01742764376103878,0.024450764060020447,0.031829893589019775
0,0.022298891097307205,0.03268490731716156,0.045972030609846115
0,0.006595425773411989,0.010636024177074432,0.04446002468466759
0,0.0157462228089571,0.021976344287395477,0.042558468878269196
0,0.010864155367016792,0.01597415842115879,0.02791762351989746
0,0.010906030423939228,0.01601136475801468,0.02893761172890663
0,0.0181422121822834,0.02650051936507225,0.045995958149433136
0,0.013560762628912926,0.02292460761964321,0.048255156725645065
0,0.013730608858168125,0.02205977961421013,0.04137139394879341
0,0.0413033589720726,0.06682799756526947,0.10508126765489578
0,0.04284405708312988,0.05527675896883011,0.10288885235786438
0,0.017433760687708855,0.02556367963552475,0.06208555027842522
0,0.007715722545981407,0.012067433446645737,0.024623839184641838
0,0.005347780883312225,0.008040945045650005,0.013882998377084732
0,0.012948739342391491,0.018240012228488922,0.0361175537109375
0,0.018503472208976746,0.03006010316312313,0.0503445528447628
0,0.030323050916194916,0.04290682449936867,0.06318501383066177
0,0.02038823813199997,0.027891913428902626,0.0433247946202755
0,0.023230113089084625,0.03218724951148033,0.04924445226788521
0,0.006477675400674343,0.009479837492108345,0.02899918705224991
0,0.01048381719738245,0.014996450394392014,0.020535139366984367
0,0.09942109882831573,0.14327077567577362,0.10961667448282242
0,0.01516810990869999,0.023557543754577637,0.035202570259571075
0,0.013970155268907547,0.020870085805654526,0.04646497219800949
0,0.017244284972548485,0.028315437957644463,0.05628515034914017
0,0.01858755759894848,0.02685142494738102,0.038227424025535583
0,0.013849509879946709,0.020637746900320053,0.05264831334352493
0,0.016815343871712685,0.026044486090540886,0.04431038722395897
0,0.020346209406852722,0.030183866620063782,0.06583739072084427
0,0.012307190336287022,0.017624391242861748,0.03718112036585808
0,0.013558590784668922,0.02119322493672371,0.03455691039562225
0,0.02106609381735325,0.034787923097610474,0.08151639997959137
0,0.04978485405445099,0.06783363223075867,0.0985623151063919
0,0.03806852549314499,0.04900287836790085,0.11990777403116226
0,0.017509691417217255,0.025876447558403015,0.050296057015657425
0,0.03475873917341232,0.05187983065843582,0.07536959648132324
0,0.03422720357775688,0.048604127019643784,0.07398225367069244
0,0.018214067444205284,0.030584270134568214,0.0602189339697361
0,0.07217355072498322,0.1197379007935524,0.10308173298835754
0,0.015849372372031212,0.02543214149773121,0.08105054497718811
0,0.04617908224463463,0.07856738567352295,0.14539602398872375
0,0.02232719585299492,0.03504734858870506,0.03698761761188507
0,0.03256598860025406,0.04907503351569176,0.09055444598197937
0,0.008918617852032185,0.013659498654305935,0.038603637367486954
0,0.05826731026172638,0.07867155969142914,0.06067751720547676
0,0.006496042013168335,0.010075626894831657,0.02456110157072544
0,0.01774437353014946,0.027373000979423523,0.041809532791376114
0,0.02225349098443985,0.03616667538881302,0.07179787755012512
0,0.03366057574748993,0.046676963567733765,0.06864312291145325
0,0.027518119663000107,0.03926043584942818,0.034895408898591995
0,0.021807903423905373,0.031129149720072746,0.03735329583287239
0,0.007264858111739159,0.01126797590404749,0.03351478651165962
0,0.011893252842128277,0.017793379724025726,0.03864353150129318
0,0.011468850076198578,0.017212342470884323,0.04946502670645714
0,0.016171321272850037,0.027242904528975487,0.030373208224773407
0,0.04689102619886398,0.05911530181765556,0.05824924260377884
0,0.017052188515663147,0.026086652651429176,0.03491542115807533
0,0.016757655888795853,0.028422832489013672,0.06286083906888962
0,0.015891598537564278,0.025464683771133423,0.08143766969442368
0,0.022387005388736725,0.03510913997888565,0.03685024380683899
0,0.032643623650074005,0.04900405928492546,0.09109125286340714
0,0.008799336850643158,0.01370867621153593,0.032826341688632965
0,0.006525018252432346,0.010005472227931023,0.028057165443897247
0,0.016785139217972755,0.025986861437559128,0.03788173943758011
0,0.021161111071705818,0.033980436623096466,0.04620819911360741
0,0.034110765904188156,0.048877790570259094,0.08412706851959229
0,0.060055967420339584,0.08053001761436462,0.061538275331258774
0,0.02602420561015606,0.03672719746828079,0.02687680721282959
0,0.02287188358604908,0.03363069146871567,0.06720927357673645
0,0.007815884426236153,0.011224396526813507,0.027828868478536606
0,0.011928871273994446,0.017840228974819183,0.039013855159282684
0,0.011118664406239986,0.016018196940422058,0.058041710406541824
0,0.01716144196689129,0.027153218165040016,0.0449189655482769
0,0.019176103174686432,0.028581853955984116,0.03736429288983345
0,0.02199789509177208,0.03285400569438934,0.04339195787906647
0,0.016726747155189514,0.025541380047798157,0.03547227382659912
0,0.01925830915570259,0.03167201578617096,0.06407621502876282
0,0.08262132108211517,0.12299749255180359,0.07518603652715683
0,0.029384182766079903,0.04350381717085838,0.04824667051434517
0,0.014443717896938324,0.021845471113920212,0.044941797852516174
0,0.01855611428618431,0.03069203905761242,0.039119329303503036
0,0.029150277376174927,0.05045880004763603,0.07196739315986633
0,0.022472510114312172,0.03625955060124397,0.06740343570709229
0,0.01764523796737194,0.023031484335660934,0.03710051625967026
0,0.06557074934244156,0.08211736381053925,0.07878988236188889
0,0.01657985895872116,0.02266317419707775,0.05686519667506218
0,0.10253867506980896,0.12558665871620178,0.10428514331579208
0,0.06873360276222229,0.08331571519374847,0.05670121684670448
