generator losses,discriminator losses
-8.715147018432617,-1.5096778869628906
0.3377353549003601,-1.4006483554840088
-8.340692520141602,-0.37795698642730713
-8.841230392456055,-1.4024157524108887
-5.55164909362793,-0.5802843570709229
-7.310551166534424,0.7634565830230713
-2.540179491043091,-0.7780847549438477
-8.687972068786621,-2.067467212677002
-8.537601470947266,1.0518181324005127
-6.635612487792969,0.9609612226486206
-9.726933479309082,0.886506974697113
-1.8553823232650757,-0.8152748942375183
-6.675111293792725,-0.8303601741790771
-6.640895366668701,1.1529159545898438
-5.306612014770508,2.679694175720215
-8.374185562133789,-0.3426418602466583
-5.296402931213379,-0.6430634260177612
-4.951654434204102,-2.51997447013855
-8.243759155273438,-0.7834395170211792
-4.896857261657715,0.4691550135612488
-6.007301330566406,-0.7289941906929016
-6.388331413269043,-0.04993918538093567
-3.4661622047424316,-0.5858718156814575
-8.287881851196289,-1.3697072267532349
-7.068192958831787,-0.502223551273346
-4.406806468963623,-1.312170147895813
-6.194324493408203,0.03032626211643219
-4.70118522644043,-1.0743584632873535
-5.133615970611572,-0.5313189625740051
-8.026481628417969,0.47668150067329407
-3.832303524017334,-2.2971575260162354
-6.906610488891602,-0.729421079158783
-7.518579006195068,0.6353064775466919
-4.269922256469727,-1.068821907043457
-8.17236042022705,-2.3702290058135986
-5.653850555419922,-1.4330226182937622
-5.498440742492676,-1.799176812171936
-6.494443893432617,-2.7577667236328125
-5.79239559173584,-0.2682397663593292
-8.158349990844727,0.04896703362464905
-9.38775634765625,-1.8858455419540405
-5.898142337799072,0.5154711604118347
-7.0318803787231445,-0.9185209274291992
-7.6478118896484375,-0.5826302170753479
-3.329777240753174,0.5574767589569092
-7.721532821655273,-0.06370824575424194
-7.50092887878418,-1.0362060070037842
-3.991403579711914,0.06889376044273376
-7.381623268127441,-0.8637453317642212
-7.409791946411133,-0.20616617798805237
-5.04355525970459,1.073024034500122
-7.455683708190918,-3.082550525665283
-6.765800952911377,0.08456531167030334
-6.530672550201416,-1.9523026943206787
-7.098282814025879,-1.1584784984588623
-6.912442207336426,-1.2966325283050537
-4.5433807373046875,-2.0423648357391357
-6.123872756958008,1.0740536451339722
-6.4722065925598145,0.43052297830581665
-4.588856220245361,-0.2076214849948883
-7.325693130493164,-0.41691526770591736
-7.651473045349121,-0.38448652625083923
-5.075667381286621,-1.3490999937057495
-6.874272346496582,0.21751531958580017
-8.071464538574219,-2.8468527793884277
-6.295716285705566,0.1488516926765442
-6.864970684051514,-0.03835493326187134
-7.822419166564941,-0.7338482141494751
-6.503288745880127,-0.4018443524837494
-6.687480926513672,-2.8829517364501953
-8.906982421875,-0.5406523942947388
-5.834939479827881,-0.9776747822761536
-8.0933198928833,0.3751877546310425
-8.838872909545898,-2.012136220932007
-5.089634895324707,-1.373842477798462
-8.627978324890137,-0.01125827431678772
-9.709124565124512,-1.8535645008087158
-6.283575534820557,0.3574812114238739
-8.080755233764648,0.6834633350372314
-7.766366958618164,-0.9042391777038574
-4.1641693115234375,-0.7257346510887146
-6.327528953552246,-1.2953011989593506
-7.260601997375488,1.1853082180023193
-6.280547142028809,-0.8152998685836792
-6.893171310424805,-0.6897136569023132
-7.768986701965332,-0.23883174359798431
-6.649283409118652,-2.5003530979156494
-6.888370037078857,-0.06585147976875305
-8.51187515258789,-0.16151326894760132
-7.42374849319458,-1.6602298021316528
-7.069081783294678,-0.3340042233467102
-8.940279960632324,0.034566693007946014
-7.02739143371582,-2.032945156097412
-6.4435272216796875,-0.189128115773201
-7.746249198913574,-0.38728633522987366
-5.45395565032959,-1.4579551219940186
-7.211621284484863,-1.469519853591919
-9.049304962158203,-2.3238089084625244
-6.95684814453125,1.5420055389404297
-8.807287216186523,-0.07196517288684845
-7.538944244384766,-0.921553909778595
-6.888546466827393,-0.4084063768386841
-9.7860689163208,0.47535455226898193
-6.473809242248535,-1.2412625551223755
-7.420906066894531,0.5351684093475342
-5.990508556365967,-0.3445039689540863
-6.037010192871094,-2.5475871562957764
-7.128565788269043,-1.2794203758239746
-7.1291608810424805,0.30364519357681274
-6.537189960479736,-0.3970077633857727
-6.0407819747924805,-0.49574169516563416
-9.041834831237793,-2.1920764446258545
-7.388142108917236,-2.0058720111846924
-7.868014335632324,0.11516270041465759
-8.116085052490234,-0.2416892796754837
-6.245412349700928,-0.25738784670829773
-7.046055793762207,-0.7304582595825195
-7.588414192199707,0.30114397406578064
-8.526649475097656,-1.4356322288513184
-8.064410209655762,-0.21079377830028534
-6.678289413452148,-1.5523171424865723
-7.120428085327148,-1.7673263549804688
-7.516509056091309,-1.384029746055603
-6.786655902862549,-1.3049399852752686
-6.031981468200684,-0.13648948073387146
-7.495823383331299,-1.9735435247421265
-7.412034511566162,-0.708716630935669
-7.62945556640625,0.278378963470459
-8.105611801147461,0.007104396820068359
-7.213006019592285,-0.8999434113502502
-8.880819320678711,-0.3112678527832031
-8.132314682006836,-1.5615527629852295
-7.374217987060547,-0.965168833732605
-7.037904262542725,-1.1411523818969727
-7.333771705627441,0.017533496022224426
-8.241680145263672,-1.1612569093704224
-7.360123157501221,-0.9049680829048157
-8.271718978881836,-0.6105974912643433
-8.855188369750977,-2.912855625152588
-8.166807174682617,-1.2598119974136353
-8.695694923400879,-0.5540216565132141
-7.723170757293701,-0.2147476226091385
-7.240670680999756,1.036531925201416
-6.330692768096924,0.2389323115348816
-6.923598766326904,-0.26870766282081604
-7.513397693634033,-0.40717604756355286
-7.514682769775391,-0.9340329766273499
-6.349937915802002,-1.7840170860290527
-6.668287754058838,-1.4221935272216797
-7.042539596557617,-0.4141950011253357
-6.820152282714844,-1.7620556354522705
-7.590633392333984,-1.0690033435821533
-7.537441730499268,-0.0955054759979248
-6.160155773162842,-0.45897001028060913
-7.2244873046875,-0.11682447791099548
-7.113781452178955,-0.9506340026855469
-8.331584930419922,-0.3823111951351166
-7.927909851074219,-0.724646806716919
-8.664266586303711,-0.4754562973976135
-7.458507061004639,-2.0038397312164307
-6.955325126647949,-1.9947932958602905
-6.869036674499512,-0.9228016138076782
-6.474630832672119,-0.7104756832122803
-6.819690704345703,-0.7405835390090942
-6.404956340789795,-0.242590993642807
-6.566010475158691,-0.5492497682571411
-6.705658912658691,-0.4588775932788849
-7.650814533233643,-1.464476227760315
-6.927835464477539,-2.0993235111236572
-7.987208366394043,-0.16191816329956055
-6.456089019775391,0.20351406931877136
-6.623418807983398,-0.2794218957424164
-5.658886432647705,-0.7172359228134155
-5.8028764724731445,-0.20585906505584717
-6.196555137634277,-0.10772889852523804
-6.404603958129883,1.6879191398620605
-5.753608226776123,0.4726030230522156
-6.201342582702637,1.0925368070602417
-6.746426582336426,-0.3210609555244446
-5.125331878662109,0.04685452580451965
-4.607369422912598,-1.3885712623596191
-6.067117691040039,-0.5033707618713379
-5.940976619720459,-0.5802945494651794
-7.081923007965088,0.8564017415046692
-6.816027641296387,-1.3534549474716187
-6.246843338012695,-1.0355712175369263
-6.389892578125,-0.9971516728401184
-6.073436737060547,0.29162341356277466
-6.240787506103516,-2.744871139526367
-6.259305000305176,-1.0516862869262695
-6.131956100463867,-0.9114832282066345
-6.731773853302002,-2.6960530281066895
-6.84604549407959,-2.0387508869171143
-6.4772186279296875,0.526502251625061
-4.803034782409668,-0.6814930438995361
-5.609580039978027,-0.4964178204536438
-5.893219470977783,-0.4333297610282898
-5.780288219451904,-2.750535011291504
-6.33120584487915,0.19012656807899475
-6.138585567474365,-1.5845202207565308
-6.2726335525512695,-1.2542848587036133
-6.62366247177124,-0.5943824648857117
-6.599900245666504,-1.3850346803665161
-6.079473495483398,-0.9028470516204834
-7.298404216766357,-2.344003200531006
-6.755300045013428,-1.0685627460479736
-6.908042907714844,-2.687182903289795
-6.306290626525879,-1.8003907203674316
-6.2928924560546875,-1.2189706563949585
-6.812682151794434,0.1543947160243988
-6.334589958190918,-0.5958884954452515
-6.716063499450684,0.8353734612464905
-6.846340656280518,-0.877162754535675
-6.702486038208008,-1.2057909965515137
-7.142473220825195,0.23775798082351685
-7.461491107940674,-0.5478304028511047
-6.516031742095947,0.6848316192626953
-5.339522361755371,-0.22457446157932281
-6.754236221313477,0.45759835839271545
-6.70776891708374,-0.8070961833000183
-6.54367733001709,-1.428788185119629
-7.124232292175293,-1.2600454092025757
-6.7221221923828125,0.48837971687316895
-7.457521915435791,-0.5868080854415894
-6.78446102142334,-0.3657257556915283
-6.007826805114746,-1.5423930883407593
-5.816333293914795,-0.34181609749794006
-5.840992450714111,0.1539161056280136
-5.149443626403809,-1.2542911767959595
-6.783510208129883,-2.157233715057373
-6.5963664054870605,-0.18454302847385406
-7.821197032928467,-0.2232079952955246
-8.125534057617188,-1.2453190088272095
-5.988471031188965,-1.6538364887237549
-5.44576358795166,-0.9147464632987976
-6.434062957763672,0.18609723448753357
-5.125103950500488,-1.017957091331482
-5.901108741760254,-1.3986741304397583
-6.065770626068115,0.5365029573440552
-5.626713752746582,-1.4103490114212036
-6.486295700073242,0.6548452377319336
-4.132706642150879,-0.8343636989593506
-5.613061428070068,1.1003634929656982
-4.778364658355713,-1.5780383348464966
-5.964174747467041,-0.8987283706665039
-5.1287736892700195,0.20944970846176147
-5.150959491729736,-0.24708670377731323
-4.728818416595459,-1.8361036777496338
-6.7455854415893555,0.06241440027952194
-6.21038818359375,-0.901736855506897
-6.646178722381592,-2.110638380050659
-5.552302360534668,-0.4304686188697815
-7.647761344909668,-0.15393146872520447
-4.56444787979126,-0.585365355014801
-7.551620006561279,0.5979695320129395
-5.839982986450195,-1.2144672870635986
-7.61431360244751,-0.47586965560913086
-5.208255290985107,-1.8807346820831299
-7.485402584075928,0.1118815541267395
-4.979338645935059,-0.9469252824783325
-7.612059116363525,-0.6949502825737
-5.239227294921875,-1.9005284309387207
-7.541348934173584,0.3771214783191681
-6.338278293609619,-0.42094144225120544
-6.46256160736084,-0.8946213722229004
-5.402531147003174,-0.861753523349762
-6.73681640625,-1.9525262117385864
-5.698953151702881,-0.8319672346115112
-6.571901321411133,-1.118640422821045
-5.348052024841309,-0.033768534660339355
-4.251203536987305,-0.7269531488418579
-6.151634216308594,-0.1940232515335083
-5.619853496551514,0.060486629605293274
-5.003846168518066,0.21923138201236725
-5.013087272644043,-1.0347615480422974
-7.327944755554199,0.18264760076999664
-6.671424865722656,-1.8167860507965088
-6.674977779388428,-0.4852510690689087
-5.731166839599609,-1.5597670078277588
-8.224542617797852,0.4370335340499878
-6.2828569412231445,-0.12133403867483139
-6.842546463012695,0.6203633546829224
-5.701256275177002,0.5007157325744629
-6.419801235198975,-0.10913269221782684
-6.588183403015137,-0.839569091796875
-5.901169776916504,-0.6671046614646912
-4.348745346069336,-2.6306405067443848
-6.66871452331543,-1.5450793504714966
-4.750307083129883,-1.5551236867904663
-5.929478645324707,1.2888405323028564
-3.832245111465454,-1.3400598764419556
-6.151221752166748,-0.6962114572525024
-4.3008317947387695,-1.1483656167984009
-4.7428131103515625,-0.29567956924438477
-5.77488899230957,-0.32687026262283325
-5.892831325531006,-0.10810910165309906
-6.066642761230469,-0.6328980326652527
-5.240519046783447,0.6819484233856201
-5.227654457092285,-0.42383265495300293
-4.678921699523926,0.023179948329925537
-5.018002033233643,0.7635747790336609
-5.858566761016846,-1.0620571374893188
-6.295093536376953,-2.0797119140625
-5.831791877746582,2.066136360168457
-5.92941951751709,-1.5275765657424927
-4.801548957824707,-0.7230514287948608
-6.3251495361328125,2.8486428260803223
-5.0964460372924805,-1.271620273590088
-5.972670555114746,-2.4178264141082764
-6.640798568725586,-2.9630706310272217
-6.799564361572266,-0.684553861618042
-6.252053260803223,-0.008548147976398468
-5.818307876586914,-1.2345112562179565
-4.3411865234375,-1.1591535806655884
-5.140072822570801,0.9279289841651917
-5.266045570373535,-0.27786487340927124
-5.537656784057617,0.7010812163352966
-5.459620475769043,-0.5488451719284058
-5.570319175720215,-3.379789352416992
-6.093684673309326,-1.0739343166351318
-5.368272304534912,-0.63038170337677
-7.114272117614746,-1.9616698026657104
-4.977649211883545,-0.29165589809417725
-5.407767295837402,1.723036766052246
-5.637145519256592,-0.7136358022689819
-5.386013984680176,-0.2370688021183014
-5.029230117797852,1.7329216003417969
-4.576330184936523,-1.9246177673339844
-4.6158447265625,0.4725772738456726
-5.614171981811523,-0.5292906761169434
-5.641748905181885,-0.9665703773498535
-5.87761116027832,-1.1697686910629272
-4.978031158447266,-0.7172651290893555
-6.843874931335449,-0.7431355118751526
-4.830576419830322,-1.1767703294754028
-6.029567718505859,-1.3988454341888428
-5.629619121551514,-2.248549461364746
-6.012927055358887,-2.1592559814453125
-5.404364585876465,-1.3400111198425293
-5.549422740936279,-1.1752283573150635
-5.128602027893066,-1.2955714464187622
-5.7535481452941895,-2.0693247318267822
